grupo,nombre cientifico,Nombre común,Familia,Género,Epíteto específico,Categoría de amenaza,Estado taxonómico,Autoría nombre científico,Identificador del taxón
Árbol,Linochilus juajibioyi,,Asteraceae,Linochilus,juajibioyi,VU,Aceptado,(Cuatrec.) Saldivia & O.M.Vargas,gbif.org/species/10832897
Árbol,Linochilus violaceus,,Asteraceae,Linochilus,violaceus,EN,Aceptado,(Cuatrec.) Saldivia & O.M.Vargas,gbif.org/species/10840841
Árbol,Llerasia caucana,,Asteraceae,Llerasia,caucana,VU,Aceptado,(S.F.Blake) Cuatrec.,gbif.org/species/3122205
Árbol,Lycoseris colombiana,,Asteraceae,Lycoseris,colombiana,VU,Aceptado,K.Egeröd,gbif.org/species/3093138
Árbol,Mikania tristachya,,Asteraceae,Mikania,tristachya,CR,Aceptado,W.C.Holmes,gbif.org/species/5398894
Árbol,Paragynoxys uribei,Orejo,Asteraceae,Paragynoxys,uribei,VU,Aceptado,Cuatrec.,gbif.org/species/3143095
Árbol,Paramiflos glandulosus,Frailejón glanduloso,Asteraceae,Paramiflos,glandulosus,VU,Aceptado,(Cuatrec.) Cuatrec.,gbif.org/species/166204178
Árbol,Pectis monocephala,,Asteraceae,Pectis,monocephala,VU,Aceptado,Cuatrec.,gbif.org/species/5405554
Árbol,Pentacalia albi-panquei,,Asteraceae,Pentacalia,albi-panquei,EN,Aceptado,S.Díaz-Piedrahíta & Cuatrec.,gbif.org/species/166203521
Árbol,Pentacalia almorzana,,Asteraceae,Pentacalia,almorzana,EN,Aceptado,S.Díaz & Cuatrec.,gbif.org/species/166203583
Árbol,Pentacalia cacaosensis,,Asteraceae,Pentacalia,cacaosensis,EN,Aceptado,(Cuatrec.) Cuatrec.,gbif.org/species/166203769
Árbol,Pentacalia diamantensis,,Asteraceae,Pentacalia,diamantensis,CR,Aceptado,(Cuatrec.) Cuatrec.,gbif.org/species/3111263
Árbol,Pentacalia elatoides,,Asteraceae,Pentacalia,elatoides,EN,Aceptado,(Wedd.) Cuatrec.,gbif.org/species/166203668
Árbol,Pentacalia fimbriifera,,Asteraceae,Pentacalia,fimbriifera,EN,Aceptado,S.Díaz & G.P.Méndez,gbif.org/species/166203771
Árbol,Pentacalia harrietae,,Asteraceae,Pentacalia,harrietae,EN,Aceptado,(Cuatrec.) Cuatrec.,gbif.org/species/166203720
Árbol,Pentacalia novolanata,,Asteraceae,Pentacalia,novolanata,EN,Aceptado,(Cuatrec.) Cuatrec.,gbif.org/species/166203802
Árbol,Pentacalia perijaensis,,Asteraceae,Pentacalia,perijaensis,EN,Aceptado,(Cuatrec.) Cuatrec.,gbif.org/species/166203551
Árbol,Pentacalia ricoensis,,Asteraceae,Pentacalia,ricoensis,EN,Aceptado,(Cuatrec.) Cuatrec.,gbif.org/species/3111293
Árbol,Pentacalia robertii,,Asteraceae,Pentacalia,robertii,VU,Aceptado,S.Díaz & Obando,gbif.org/species/3111361
Árbol,Pentacalia summapacis,,Asteraceae,Pentacalia,summapacis,EN,Aceptado,(Cuatrec.) Cuatrec.,gbif.org/species/166203634
Árbol,Pentacalia taironae,,Asteraceae,Pentacalia,taironae,EN,Aceptado,S.Díaz-Piedrahíta & Cuatrec.,gbif.org/species/166203699
Árbol,Pentacalia vallecaucana,,Asteraceae,Pentacalia,vallecaucana,VU,Aceptado,(Cuatrec.) Cuatrec.,gbif.org/species/166203639
Árbol,Pentacalia viridi-alba,,Asteraceae,Pentacalia,viridi-alba,VU,Aceptado,(Cuatrec.) Cuatrec.,gbif.org/species/166203760
Árbol,Pentacalia yanetharum,,Asteraceae,Pentacalia,yanetharum,EN,Aceptado,S.Díaz & Obando,gbif.org/species/3111266
Árbol,Perymenium colombianum,,Asteraceae,Perymenium,colombianum,EN,Aceptado,B.L.Turner,gbif.org/species/3132158
Árbol,Piptocarpha boyacensis,,Asteraceae,Piptocarpha,boyacensis,EN,Aceptado,Cuatrec.,gbif.org/species/5406647
Árbol,Ruilopezia cardonae,,Asteraceae,Ruilopezia,cardonae,VU,Aceptado,(Cuatrec.) Cuatrec.,gbif.org/species/166202925
Árbol,Steiractinia rusbyana,,Asteraceae,Steiractinia,rusbyana,EN,Aceptado,S.F.Blake,gbif.org/species/3120447
Árbol,Tamania chardonii,Tabaquero,Asteraceae,Tamania,chardonii,EN,Aceptado,(A.C.Sm.) Cuatrec.,gbif.org/species/166202198
Árbol,Berberis carupensis,,Berberidaceae,Berberis,carupensis,CR,Aceptado,L.A.Camargo,gbif.org/species/3982209
Árbol,Berberis cuatrecasasii,,Berberidaceae,Berberis,cuatrecasasii,EN,Aceptado,L.A.Camargo,gbif.org/species/3981315
Árbol,Berberis meollacensis,,Berberidaceae,Berberis,meollacensis,EN,Aceptado,L.A.Camargo,gbif.org/species/3981919
Árbol,Berberis sumapazana,,Berberidaceae,Berberis,sumapazana,EN,Aceptado,L.A.Camargo,gbif.org/species/3982246
Árbol,Berberis tabiensis,Uña de gato,Berberidaceae,Berberis,tabiensis,VU,Aceptado,L.A.Camargo,gbif.org/species/3981465
Árbol,Berberis uribei,,Berberidaceae,Berberis,uribei,CR,Aceptado,L.A.Camargo,gbif.org/species/3980904
Árbol,Adenocalymma magdalenense,,Bignoniaceae,Adenocalymma,magdalenense,VU,Aceptado,Dugand,gbif.org/species/4091833
Árbol,Handroanthus coralibe,Coralibe,Bignoniaceae,Handroanthus,coralibe,VU,Aceptado,(Standl.) S.O.Grose,gbif.org/species/4092392
Árbol,Romeroa verticillata,Cuerillo,Bignoniaceae,Romeroa,verticillata,EN,Aceptado,Dugand,gbif.org/species/4091689
Árbol,Aechmea andaquiensis,,Bromeliaceae,Aechmea,andaquiensis,CR,Aceptado,Betancur & Aguirre-Santoro,gbif.org/species/11700758
Árbol,Aechmea anomala,,Bromeliaceae,Aechmea,anomala,CR,Aceptado,L.B.Sm.,gbif.org/species/2698619
Árbol,Aechmea baudoensis,,Bromeliaceae,Aechmea,baudoensis,CR,Aceptado,Aguirre-Santoro & Betancur,gbif.org/species/7640476
Árbol,Aechmea confertiflora,,Bromeliaceae,Aechmea,confertiflora,EN,Aceptado,Aguirre-Santoro & Betancur,gbif.org/species/8364774
Árbol,Aechmea confusa,,Bromeliaceae,Aechmea,confusa,EN,Aceptado,H.Luther,gbif.org/species/2698419
Árbol,Aechmea politii,,Bromeliaceae,Aechmea,politii,VU,Aceptado,L.B.Sm.,gbif.org/species/2698102
Árbol,Aechmea romeroi,,Bromeliaceae,Aechmea,romeroi,EN,Aceptado,L.B.Sm.,gbif.org/species/2697855
Árbol,Aechmea tessmannii,,Bromeliaceae,Aechmea,tessmannii,EN,Aceptado,Harms,gbif.org/species/2698484
Árbol,Aechmea zebrina,,Bromeliaceae,Aechmea,zebrina,EN,Aceptado,L.B.Sm.,gbif.org/species/2698230
Árbol,Billbergia ambigua,,Bromeliaceae,Billbergia,ambigua,CR,Aceptado,(L.B.Sm. & Read) Betancur & N.R.Salinas,gbif.org/species/2693857
Árbol,Billbergia macrolepis,,Bromeliaceae,Billbergia,macrolepis,VU,Aceptado,L.B.Sm.,gbif.org/species/2693848
Árbol,Billbergia rupestris,,Bromeliaceae,Billbergia,rupestris,VU,Aceptado,L.B.Sm.,gbif.org/species/2693902
Árbol,Brewcaria reflexa,,Bromeliaceae,Brewcaria,reflexa,VU,Aceptado,(L.B.Sm.) B.Holst,gbif.org/species/166194534
Árbol,Bromelia fragilis,,Bromeliaceae,Bromelia,fragilis,CR,Aceptado,L.B.Sm.,gbif.org/species/5287923
Árbol,Bromelia nidus-puellae,,Bromeliaceae,Bromelia,nidus-puellae,CR,Aceptado,(André) André ex Mez,gbif.org/species/5287935
Árbol,Bromelia trianae,,Bromeliaceae,Bromelia,trianae,CR,Aceptado,Mez,gbif.org/species/5287957
Árbol,Greigia aristeguietae,,Bromeliaceae,Greigia,aristeguietae,VU,Aceptado,L.B.Sm.,gbif.org/species/2693933
Árbol,Greigia collina,,Bromeliaceae,Greigia,collina,VU,Aceptado,L.B.Sm.,gbif.org/species/2693947
Árbol,Greigia columbiana,,Bromeliaceae,Greigia,columbiana,VU,Aceptado,L.B.Sm.,gbif.org/species/2693938
Árbol,Greigia danielii,,Bromeliaceae,Greigia,danielii,VU,Aceptado,L.B.Sm.,gbif.org/species/2693927
Árbol,Greigia mulfordii,,Bromeliaceae,Greigia,mulfordii,VU,Aceptado,L.B.Sm.,gbif.org/species/2693957
Árbol,Greigia nubigena,,Bromeliaceae,Greigia,nubigena,CR,Aceptado,L.B.Sm.,gbif.org/species/2693932
Árbol,Greigia ocellata,,Bromeliaceae,Greigia,ocellata,CR,Aceptado,L.B.Sm. & Steyerm.,gbif.org/species/2693944
Árbol,Guzmania attenuata,,Bromeliaceae,Guzmania,attenuata,VU,Aceptado,L.B.Sm. & Read,gbif.org/species/2699170
Árbol,Guzmania bakeri,,Bromeliaceae,Guzmania,bakeri,CR,Aceptado,(Wittm.) Mez,gbif.org/species/2699126
Árbol,Guzmania betancurii,,Bromeliaceae,Guzmania,betancurii,EN,Aceptado,H.Luther,gbif.org/species/2698993
Árbol,Guzmania breviscapa,,Bromeliaceae,Guzmania,breviscapa,EN,Aceptado,H.Luther,gbif.org/species/2699247
Árbol,Guzmania cylindrica,,Bromeliaceae,Guzmania,cylindrica,EN,Aceptado,L.B.Sm.,gbif.org/species/2698882
Árbol,Guzmania delicatula,,Bromeliaceae,Guzmania,delicatula,EN,Aceptado,L.B.Sm.,gbif.org/species/2699227
Árbol,Guzmania formosa,,Bromeliaceae,Guzmania,formosa,EN,Aceptado,H.Luther,gbif.org/species/2699169
Árbol,Guzmania goudotiana,,Bromeliaceae,Guzmania,goudotiana,VU,Aceptado,Mez,gbif.org/species/2698919
Árbol,Guzmania hitchcockiana,,Bromeliaceae,Guzmania,hitchcockiana,VU,Aceptado,L.B.Sm.,gbif.org/species/2699115
Árbol,Guzmania longipetala,,Bromeliaceae,Guzmania,longipetala,VU,Aceptado,(Baker) Mez,gbif.org/species/166193839
Árbol,Guzmania pallida,,Bromeliaceae,Guzmania,pallida,EN,Aceptado,L.B.Sm.,gbif.org/species/2698991
Árbol,Guzmania palustris,,Bromeliaceae,Guzmania,palustris,EN,Aceptado,(Wittm.) Mez,gbif.org/species/2698977
Árbol,Guzmania polycephala,,Bromeliaceae,Guzmania,polycephala,VU,Aceptado,Mez & Wercklé,gbif.org/species/2699164
Árbol,Guzmania radiata,,Bromeliaceae,Guzmania,radiata,VU,Aceptado,L.B.Sm.,gbif.org/species/2699046
Árbol,Guzmania regalis,,Bromeliaceae,Guzmania,regalis,VU,Aceptado,H.Luther,gbif.org/species/2698990
Árbol,Guzmania rugosa,,Bromeliaceae,Guzmania,rugosa,EN,Aceptado,L.B.Sm. & Read,gbif.org/species/2699171
Árbol,Guzmania wittmackii,,Bromeliaceae,Guzmania,wittmackii,VU,Aceptado,(André) André ex Mez,gbif.org/species/2699205
Árbol,Hohenbergia andina,,Bromeliaceae,Hohenbergia,andina,EN,Aceptado,Betancur,gbif.org/species/2699356
Árbol,Mezobromelia bicolor,,Bromeliaceae,Mezobromelia,bicolor,CR,Aceptado,L.B.Sm.,gbif.org/species/166194416
Árbol,Pepinia alborubra,,Bromeliaceae,Pepinia,alborubra,EN,Aceptado,(Baker) G.S.Varad. & Gilmartin,gbif.org/species/166194525
Árbol,Pepinia cuatrecasana,,Bromeliaceae,Pepinia,cuatrecasana,VU,Sinónimo,(L.B.Sm.) G.S.Varad. & Gilmartin,gbif.org/species/2697139
Árbol,Pepinia heliophila,,Bromeliaceae,Pepinia,heliophila,VU,Aceptado,(L.B.Sm.) G.S.Varad. & Gilmartin,gbif.org/species/166194515
Árbol,Pepinia juncoides,,Bromeliaceae,Pepinia,juncoides,VU,Aceptado,(L.B.Sm.) G.S.Varad. & Gilmartin,gbif.org/species/166194526
Árbol,Pepinia killipiana,,Bromeliaceae,Pepinia,killipiana,EN,Aceptado,(L.B.Sm.) G.S.Varad. & Gilmartin,gbif.org/species/166194531
Árbol,Pepinia pectinata,,Bromeliaceae,Pepinia,pectinata,EN,Sinónimo,(L.B.Sm.) G.S.Varad. & Gilmartin,gbif.org/species/5288376
Árbol,Pepinia quesnelioides,,Bromeliaceae,Pepinia,quesnelioides,EN,Aceptado,(L.B.Sm.) G.S.Varad. & Gilmartin,gbif.org/species/166194524
Árbol,Pitcairnia altoatratoensis,,Bromeliaceae,Pitcairnia,altoatratoensis,CR,Aceptado,G.S.Varad. & Forero,gbif.org/species/5288090
Árbol,Pitcairnia alversonii,,Bromeliaceae,Pitcairnia,alversonii,EN,Aceptado,L.B.Sm. & Read,gbif.org/species/166193765
Árbol,Pitcairnia arenicola,,Bromeliaceae,Pitcairnia,arenicola,CR,Aceptado,L.B.Sm.,gbif.org/species/5288185
Árbol,Pitcairnia barrigae,,Bromeliaceae,Pitcairnia,barrigae,CR,Aceptado,L.B.Sm.,gbif.org/species/5288285
Árbol,Pitcairnia basincurva,,Bromeliaceae,Pitcairnia,basincurva,EN,Aceptado,L.B.Sm. & Betancur,gbif.org/species/5288260
Árbol,Pitcairnia delicata,,Bromeliaceae,Pitcairnia,delicata,CR,Aceptado,H.Luther,gbif.org/species/5288089
Árbol,Pitcairnia dolichopetala,,Bromeliaceae,Pitcairnia,dolichopetala,VU,Aceptado,Harms,gbif.org/species/5288385
Árbol,Pitcairnia elongata,,Bromeliaceae,Pitcairnia,elongata,VU,Aceptado,L.B.Sm.,gbif.org/species/5288623
Árbol,Pitcairnia exserta,,Bromeliaceae,Pitcairnia,exserta,VU,Aceptado,L.B.Sm.,gbif.org/species/5288306
Árbol,Pitcairnia fluvialis,,Bromeliaceae,Pitcairnia,fluvialis,EN,Aceptado,L.B.Sm. & Betancur,gbif.org/species/5288067
Árbol,Pitcairnia foreroi,,Bromeliaceae,Pitcairnia,foreroi,CR,Aceptado,H.Luther & G.S.Varad.,gbif.org/species/5288581
Árbol,Pitcairnia fosteriana,,Bromeliaceae,Pitcairnia,fosteriana,CR,Aceptado,L.B.Sm.,gbif.org/species/5288478
Árbol,Pitcairnia grubbiana,,Bromeliaceae,Pitcairnia,grubbiana,CR,Aceptado,L.B.Sm.,gbif.org/species/5288368
Árbol,Pitcairnia guaritermae,,Bromeliaceae,Pitcairnia,guaritermae,EN,Aceptado,André,gbif.org/species/5288351
Árbol,Pitcairnia huilensis,,Bromeliaceae,Pitcairnia,huilensis,EN,Aceptado,Betancur & Jiménez-Esc.,gbif.org/species/9252733
Árbol,Pitcairnia jaramilloi,,Bromeliaceae,Pitcairnia,jaramilloi,CR,Aceptado,G.S.Varad. & Forero,gbif.org/species/5288443
Árbol,Pitcairnia johannis,,Bromeliaceae,Pitcairnia,johannis,CR,Aceptado,L.B.Sm.,gbif.org/species/5288401
Árbol,Pitcairnia kniphofioides,,Bromeliaceae,Pitcairnia,kniphofioides,VU,Aceptado,L.B.Sm.,gbif.org/species/5288063
Árbol,Pitcairnia lindae,,Bromeliaceae,Pitcairnia,lindae,CR,Aceptado,Betancur,gbif.org/species/5288345
Árbol,Pitcairnia macrobotrys,,Bromeliaceae,Pitcairnia,macrobotrys,CR,Aceptado,André,gbif.org/species/5288424
Árbol,Pitcairnia occidentalis,,Bromeliaceae,Pitcairnia,occidentalis,CR,Aceptado,L.B.Sm.,gbif.org/species/5288618
Árbol,Pitcairnia palmoides,,Bromeliaceae,Pitcairnia,palmoides,VU,Aceptado,Mez & Sodiro,gbif.org/species/5288141
Árbol,Pitcairnia petraea,,Bromeliaceae,Pitcairnia,petraea,EN,Aceptado,L.B.Sm.,gbif.org/species/5288300
Árbol,Pitcairnia poortmanii,,Bromeliaceae,Pitcairnia,poortmanii,VU,Aceptado,André,gbif.org/species/5288597
Árbol,Pitcairnia ramosii,,Bromeliaceae,Pitcairnia,ramosii,CR,Aceptado,M.A.Spencer & L.B.Sm.,gbif.org/species/5288472
Árbol,Pitcairnia rigida,,Bromeliaceae,Pitcairnia,rigida,EN,Aceptado,Mez,gbif.org/species/5288233
Árbol,Pitcairnia schultzei,,Bromeliaceae,Pitcairnia,schultzei,VU,Aceptado,Harms,gbif.org/species/5288394
Árbol,Pitcairnia semaphora,,Bromeliaceae,Pitcairnia,semaphora,EN,Aceptado,L.B.Sm.,gbif.org/species/5288297
Árbol,Pitcairnia stenophylla,,Bromeliaceae,Pitcairnia,stenophylla,EN,Aceptado,André,gbif.org/species/5288573
Árbol,Pitcairnia sylvestris,,Bromeliaceae,Pitcairnia,sylvestris,EN,Aceptado,L.B.Sm.,gbif.org/species/5288193
Árbol,Pitcairnia tolimensis,,Bromeliaceae,Pitcairnia,tolimensis,EN,Aceptado,L.B.Sm.,gbif.org/species/5288570
Árbol,Pitcairnia trimorpha,,Bromeliaceae,Pitcairnia,trimorpha,EN,Aceptado,L.B.Sm.,gbif.org/species/5288336
Árbol,Pitcairnia woronowii,,Bromeliaceae,Pitcairnia,woronowii,CR,Aceptado,W.Weber,gbif.org/species/5288325
Árbol,Puya aristeguietae,,Bromeliaceae,Puya,aristeguietae,CR,Aceptado,L.B.Sm.,gbif.org/species/2696210
Árbol,Puya barkleyana,,Bromeliaceae,Puya,barkleyana,EN,Aceptado,L.B.Sm.,gbif.org/species/2696112
Árbol,Puya boyacana,,Bromeliaceae,Puya,boyacana,CR,Aceptado,Cuatrec.,gbif.org/species/2696056
Árbol,Puya cleefii,,Bromeliaceae,Puya,cleefii,CR,Aceptado,L.B.Sm. & Read,gbif.org/species/2696183
Árbol,Puya cuatrecasasii,,Bromeliaceae,Puya,cuatrecasasii,VU,Aceptado,L.B.Sm.,gbif.org/species/2696213
Árbol,Puya dichroa,,Bromeliaceae,Puya,dichroa,CR,Aceptado,L.B.Sm. & Read,gbif.org/species/2696156
Árbol,Puya exuta,,Bromeliaceae,Puya,exuta,EN,Aceptado,L.B.Sm. & Read,gbif.org/species/2696341
Árbol,Puya furfuracea,,Bromeliaceae,Puya,furfuracea,CR,Aceptado,(Willd.) L.B.Sm.,gbif.org/species/2696137
Árbol,Puya gargantae,,Bromeliaceae,Puya,gargantae,EN,Aceptado,L.B.Sm.,gbif.org/species/2696116
Árbol,Puya grantii,,Bromeliaceae,Puya,grantii,CR,Aceptado,L.B.Sm.,gbif.org/species/2696160
Árbol,Puya grubbii,,Bromeliaceae,Puya,grubbii,EN,Aceptado,L.B.Sm.,gbif.org/species/2696151
Árbol,Puya killipii,,Bromeliaceae,Puya,killipii,VU,Aceptado,Cuatrec.,gbif.org/species/2696157
Árbol,Puya lehmanniana,,Bromeliaceae,Puya,lehmanniana,EN,Aceptado,L.B.Sm.,gbif.org/species/2696050
Árbol,Puya loca,,Bromeliaceae,Puya,loca,EN,Aceptado,Madriñán,gbif.org/species/9485789
Árbol,Puya ochroleuca,,Bromeliaceae,Puya,ochroleuca,EN,Aceptado,Betancur & Callejas,gbif.org/species/2696064
Árbol,Puya roldanii,,Bromeliaceae,Puya,roldanii,EN,Aceptado,Betancur & Callejas,gbif.org/species/2696117
Árbol,Puya sanctae-martae,,Bromeliaceae,Puya,sanctae-martae,EN,Aceptado,L.B.Sm.,gbif.org/species/2696347
Árbol,Puya santanderensis,,Bromeliaceae,Puya,santanderensis,CR,Aceptado,Cuatrec.,gbif.org/species/2696335
Árbol,Puya thomasiana,,Bromeliaceae,Puya,thomasiana,EN,Aceptado,André,gbif.org/species/2696321
Árbol,Puya venezuelana,,Bromeliaceae,Puya,venezuelana,EN,Aceptado,L.B.Sm.,gbif.org/species/2696370
Árbol,Puya vestita,,Bromeliaceae,Puya,vestita,VU,Aceptado,André,gbif.org/species/2696343
Árbol,Racinaea sanctae-martae,,Bromeliaceae,Racinaea,sanctae-martae,EN,Aceptado,(L.B.Sm.) M.A.Spencer & L.B.Sm.,gbif.org/species/2695894
Árbol,Ronnbergia nidularioides,,Bromeliaceae,Ronnbergia,nidularioides,EN,Aceptado,H.Luther,gbif.org/species/166194143
Árbol,Ronnbergia subpetiolata,,Bromeliaceae,Ronnbergia,subpetiolata,CR,Aceptado,(L.B.Sm.) Aguirre-Santoro,gbif.org/species/10826322
Árbol,Ronnbergia viridispica,,Bromeliaceae,Ronnbergia,viridispica,CR,Sinónimo,(Aguirre-Santoro & Betancur) Aguirre-Santoro,gbif.org/species/10952188
Árbol,Steyerbromelia naquenensis,,Bromeliaceae,Steyerbromelia,naquenensis,CR,Aceptado,Betancur & Aguirre-Santoro,gbif.org/species/10785540
Árbol,Tillandsia acuminata,,Bromeliaceae,Tillandsia,acuminata,CR,Aceptado,L.B.Sm.,gbif.org/species/2695526
Árbol,Tillandsia brevior,,Bromeliaceae,Tillandsia,brevior,CR,Aceptado,L.B.Sm.,gbif.org/species/2695226
Árbol,Tillandsia breviturneri,,Bromeliaceae,Tillandsia,breviturneri,EN,Aceptado,Betancur & Néstor García,gbif.org/species/2694513
Árbol,Tillandsia chartacea,,Bromeliaceae,Tillandsia,chartacea,CR,Aceptado,L.B.Sm.,gbif.org/species/2695003
Árbol,Tillandsia cuatrecasasii,,Bromeliaceae,Tillandsia,cuatrecasasii,CR,Aceptado,L.B.Sm.,gbif.org/species/2694636
Árbol,Tillandsia engleriana,,Bromeliaceae,Tillandsia,engleriana,CR,Aceptado,Wittm.,gbif.org/species/2695490
Árbol,Tillandsia excavata,,Bromeliaceae,Tillandsia,excavata,CR,Aceptado,L.B.Sm.,gbif.org/species/2694811
Árbol,Tillandsia fassettii,,Bromeliaceae,Tillandsia,fassettii,EN,Aceptado,L.B.Sm.,gbif.org/species/2695546
Árbol,Tillandsia fusiformis,,Bromeliaceae,Tillandsia,fusiformis,CR,Aceptado,L.B.Sm.,gbif.org/species/2695053
Árbol,Tillandsia pallescens,,Bromeliaceae,Tillandsia,pallescens,VU,Aceptado,Betancur & Néstor García,gbif.org/species/2695467
Árbol,Tillandsia racinae,,Bromeliaceae,Tillandsia,racinae,EN,Aceptado,L.B.Sm.,gbif.org/species/2694643
Árbol,Tillandsia rariflora,,Bromeliaceae,Tillandsia,rariflora,CR,Aceptado,André,gbif.org/species/2695922
Árbol,Tillandsia reversa,,Bromeliaceae,Tillandsia,reversa,EN,Aceptado,L.B.Sm.,gbif.org/species/2694628
Árbol,Tillandsia romeroi,,Bromeliaceae,Tillandsia,romeroi,EN,Aceptado,L.B.Sm.,gbif.org/species/2695523
Árbol,Tillandsia schimperiana,,Bromeliaceae,Tillandsia,schimperiana,CR,Aceptado,Wittm.,gbif.org/species/2695325
Árbol,Tillandsia sigmoidea,,Bromeliaceae,Tillandsia,sigmoidea,EN,Aceptado,L.B.Sm.,gbif.org/species/2695612
Árbol,Tillandsia suescana,,Bromeliaceae,Tillandsia,suescana,EN,Aceptado,L.B.Sm.,gbif.org/species/2695629
Árbol,Vriesea hodgei,,Bromeliaceae,Vriesea,hodgei,CR,Aceptado,L.B.Sm.,gbif.org/species/5288946
Árbol,Vriesea ospinae,,Bromeliaceae,Vriesea,ospinae,VU,Aceptado,H.E.Luther,gbif.org/species/166193563
Árbol,Werauhia verrucosa,,Bromeliaceae,Werauhia,verrucosa,CR,Aceptado,(L.B.Sm.) J.R.Grant,gbif.org/species/2700535
Árbol,Brunellia amayensis,,Brunelliaceae,Brunellia,amayensis,CR,Aceptado,C.I.Orozco,gbif.org/species/5643489
Árbol,Brunellia boqueronensis,Cedrillo,Brunelliaceae,Brunellia,boqueronensis,VU,Aceptado,Cuatrec.,gbif.org/species/5643530
Árbol,Brunellia latifolia,,Brunelliaceae,Brunellia,latifolia,EN,Aceptado,Cuatrec.,gbif.org/species/5643511
Árbol,Brunellia macrophylla,Aliso,Brunelliaceae,Brunellia,macrophylla,EN,Aceptado,Killip & Cuatrec.,gbif.org/species/5643467
Árbol,Brunellia occidentalis,Cedrillo de rastrojo,Brunelliaceae,Brunellia,occidentalis,VU,Aceptado,Cuatrec.,gbif.org/species/5643494
Árbol,Brunellia pallida,Maní,Brunelliaceae,Brunellia,pallida,VU,Aceptado,Cuatrec.,gbif.org/species/5643551
Árbol,Brunellia racemifera,Chiraco,Brunelliaceae,Brunellia,racemifera,EN,Aceptado,Tul.,gbif.org/species/5643517
Árbol,Brunellia rufa,,Brunelliaceae,Brunellia,rufa,CR,Aceptado,Killip & Cuatrec.,gbif.org/species/5643491
Árbol,Brunellia stuebelii,,Brunelliaceae,Brunellia,stuebelii,EN,Aceptado,Hieron.,gbif.org/species/5643501
Árbol,Brunellia velutina,,Brunelliaceae,Brunellia,velutina,VU,Aceptado,Cuatrec.,gbif.org/species/5643512
Árbol,Dacryodes colombiana,Anime blanco,Burseraceae,Dacryodes,colombiana,EN,Aceptado,Cuatrec.,gbif.org/species/3992472
Árbol,Dacryodes hydriflora,,Burseraceae,Dacryodes,hydriflora,EN,Aceptado,Daly & M.C.Martínez,gbif.org/species/9038766
Árbol,Browningia hernandezii,Dato | Canelón,Cactaceae,Browningia,hernandezii,EN,Aceptado,Fern.Alonso,gbif.org/species/3946525
Árbol,Marila geminata,Estoraque,Calophyllaceae,Marila,geminata,VU,Aceptado,Cuatrec.,gbif.org/species/7796377
Árbol,Capparidastrum grandiflorum,,Capparaceae,Capparidastrum,grandiflorum,VU,Aceptado,Cornejo & Iltis,gbif.org/species/7567452
Árbol,Citronella silvatica,,Cardiopteridaceae,Citronella,silvatica,VU,Aceptado,Cuatrec.,gbif.org/species/3596875
Árbol,Vasconcellea sphaerocarpa,Papaya de monte | Higuillo negro | Papayo silvestre,Caricaceae,Vasconcellea,sphaerocarpa,VU,Aceptado,(Garcia-Barr. & Hern.Cam.) V.M.Badillo,gbif.org/species/3838718
Árbol,Anthodiscus montanus,,Caryocaraceae,Anthodiscus,montanus,VU,Aceptado,Gleason,gbif.org/species/5592411
Árbol,Caryocar amygdaliferum,Almendrón,Caryocaraceae,Caryocar,amygdaliferum,VU,Aceptado,Mutis,gbif.org/species/7516746
Árbol,Monteverdia corei,,Celastraceae,Monteverdia,corei,EN,Aceptado,(Lundell) Biral,gbif.org/species/9684045
Árbol,Hedyosmum steinii,,Chloranthaceae,Hedyosmum,steinii,VU,Aceptado,Todzia,gbif.org/species/3750587
Árbol,Cordillera platycalyx,Mapurito montañero,Chrysobalanaceae,Cordillera,platycalyx,EN,Aceptado,(Cuatrec.) Sothers & Prance,gbif.org/species/10677468
Árbol,Hirtella enneandra,,Chrysobalanaceae,Hirtella,enneandra,EN,Aceptado,Cuatrec.,gbif.org/species/2985097
Árbol,Hirtella leonotis,,Chrysobalanaceae,Hirtella,leonotis,EN,Aceptado,Pittier,gbif.org/species/2985120
Árbol,Hirtella magnifolia,,Chrysobalanaceae,Hirtella,magnifolia,VU,Aceptado,Prance,gbif.org/species/2985157
Árbol,Hirtella maguirei,,Chrysobalanaceae,Hirtella,maguirei,CR,Aceptado,Prance,gbif.org/species/2985203
Árbol,Hirtella tubiflora,,Chrysobalanaceae,Hirtella,tubiflora,VU,Aceptado,Cuatrec.,gbif.org/species/2985100
Árbol,Hirtella vesiculosa,,Chrysobalanaceae,Hirtella,vesiculosa,VU,Aceptado,Suess.,gbif.org/species/2985158
Árbol,Hymenopus lasseri,,Chrysobalanaceae,Hymenopus,lasseri,VU,Aceptado,(Maguire) Sothers & Prance,gbif.org/species/10827718
Árbol,Hymenopus minutiflorus,Carbonero,Chrysobalanaceae,Hymenopus,minutiflorus,EN,Aceptado,(Cuatrec.) Sothers & Prance,gbif.org/species/10869362
Árbol,Leptobalanus calvescens,,Chrysobalanaceae,Leptobalanus,calvescens,EN,Aceptado,(Cuatrec.) Sothers & Prance,gbif.org/species/10713826
Árbol,Leptobalanus cuatrecasasii,,Chrysobalanaceae,Leptobalanus,cuatrecasasii,EN,Aceptado,(Prance) Sothers & Prance,gbif.org/species/10749278
